MatchID,Defending Result,Defending Team,Chasing Team,Defending Stadium,Time,Defending Toss,Bat2 Strength,Bowl2 Strength,First Inn Score,First Inn Median,Second Inn Median,Ground Altitude,Ground Length,Ground Width
150,0,PUNE WARRIORS,ROYAL CHALLENGERS BANGALORE,AWAY,Day/Night,WON,25753.65083,4028.455798,182,160,136,917,118.872,107.8992
151,0,PUNJAB KINGS,KOLKATA KNIGHT RIDERS,HOME,Day/Night,WON,23759.31537,3806.710873,124,178,152,318,137.16,137.16
152,0,DECCAN CHARGERS,DELHI CAPITALS,AWAY,Day,WON,27615.20654,3645.614446,157,168,137,208,136,130
153,1,CHENNAI SUPER KINGS,PUNE WARRIORS,HOME,Day/Night,LOST,23912.22081,3771.181836,164,165,149,5,131.66,137.16
154,0,PUNJAB KINGS,ROYAL CHALLENGERS BANGALORE,HOME,Day/Night,LOST,27722.52167,3041.464642,163,176.5,149.5,318,137.16,137.16
155,0,RAJASTHAN ROYALS,CHENNAI SUPER KINGS,AWAY,Day,WON,30737.30667,4143.028846,146,164.5,150,5,131.66,137.16
156,1,PUNE WARRIORS,DELHI CAPITALS,AWAY,Day/Night,LOST,29735.61453,3118.839595,192,164,139,208,136,130
157,0,MUMBAI INDIANS,PUNJAB KINGS,HOME,Day,WON,22755.55371,4378.580647,163,157.5,141,3,140,140
158,0,DECCAN CHARGERS,KOLKATA KNIGHT RIDERS,HOME,Day/Night,LOST,24667.60346,3463.429552,126,163.3,151.4,26,148.23,144.72
159,1,ROYAL CHALLENGERS BANGALORE,RAJASTHAN ROYALS,AWAY,Day/Night,LOST,29917.4517,2685.982872,189,154.5,145,429,145.06,142.33
160,0,PUNE WARRIORS,DELHI CAPITALS,HOME,Day,WON,28901.4044,3382.639778,146,159.3,146.4,590,140.7,139.87
161,0,PUNJAB KINGS,MUMBAI INDIANS,HOME,Day,WON,28113.25919,3331.849282,168,175,152,318,137.16,137.16
162,1,DECCAN CHARGERS,PUNE WARRIORS,AWAY,Day/Night,WON,25672.93844,3111.717806,177,156.4,146.4,590,140.7,139.87
163,1,DELHI CAPITALS,MUMBAI INDIANS,HOME,Day/Night,LOST,26736.02708,3449.647704,207,168,141,208,136,130
164,1,PUNJAB KINGS,CHENNAI SUPER KINGS,AWAY,Day,WON,32316.03111,3518.139579,156,164,149,5,131.66,137.16
165,1,KOLKATA KNIGHT RIDERS,ROYAL CHALLENGERS BANGALORE,HOME,Day/Night,WON,27770.11227,3981.939464,190,134.5,134,5,135,135
166,1,DELHI CAPITALS,RAJASTHAN ROYALS,HOME,Day,WON,25648.24911,3505.768714,152,172,144,208,136,130
167,0,DECCAN CHARGERS,MUMBAI INDIANS,AWAY,Day/Night,LOST,28282.40426,3538.744881,100,159,146,3,140,140
168,0,CHENNAI SUPER KINGS,KOLKATA KNIGHT RIDERS,HOME,Day/Night,WON,25541.36836,3539.013173,139,162.5,149,5,131.66,137.16
169,1,DECCAN CHARGERS,PUNE WARRIORS,HOME,Day,WON,25477.23301,3550.085458,186,165.2,154.2,26,148.23,144.72
170,0,RAJASTHAN ROYALS,DELHI CAPITALS,HOME,Day/Night,WON,29369.50193,3690.840103,141,156,144,429,145.06,142.33
171,0,ROYAL CHALLENGERS BANGALORE,PUNJAB KINGS,HOME,Day/Night,LOST,23830.78025,2912.59037,158,162.5,136.5,917,118.872,107.8992
172,1,MUMBAI INDIANS,PUNE WARRIORS,AWAY,Day/Night,WON,26376.36313,4736.582527,120,160,150.4,590,140.7,139.87
173,1,CHENNAI SUPER KINGS,DECCAN CHARGERS,HOME,Day/Night,WON,19318.30491,3622.4368,160,161,149,5,131.66,137.16
174,1,KOLKATA KNIGHT RIDERS,PUNE WARRIORS,HOME,Day,WON,29189.33511,4152.779465,150,135,135,5,135,135
175,1,RAJASTHAN ROYALS,PUNJAB KINGS,AWAY,Day/Night,WON,25640.08146,3484.481528,177,171.5,155,318,137.16,137.16
176,0,CHENNAI SUPER KINGS,MUMBAI INDIANS,AWAY,Day,LOST,26429.31434,3637.345634,173,157.5,141,3,140,140
177,0,DECCAN CHARGERS,ROYAL CHALLENGERS BANGALORE,AWAY,Day/Night,LOST,26103.23699,3889.367027,181,160,137,917,118.872,107.8992
178,0,DELHI CAPITALS,KOLKATA KNIGHT RIDERS,HOME,Day/Night,WON,24807.25548,2870.751104,153,168,147,208,136,130
179,0,PUNE WARRIORS,RAJASTHAN ROYALS,HOME,Day,WON,28065.39045,2834.928661,125,155,148,590,140.7,139.87
180,1,PUNJAB KINGS,DECCAN CHARGERS,AWAY,Day/Night,LOST,21478.398,3190.430082,170,167,151,495,135,135
181,0,MUMBAI INDIANS,ROYAL CHALLENGERS BANGALORE,HOME,Day/Night,LOST,28159.42404,4795.888475,141,159,146,3,140,140
182,0,DECCAN CHARGERS,DELHI CAPITALS,HOME,Day,WON,25498.91948,3511.007564,187,169,149,495,135,135
183,0,RAJASTHAN ROYALS,CHENNAI SUPER KINGS,HOME,Day/Night,LOST,27791.14867,3831.614653,126,154.5,144,429,145.06,142.33
184,1,ROYAL CHALLENGERS BANGALORE,PUNE WARRIORS,AWAY,Day/Night,LOST,25349.77541,3107.154823,173,150.5,146,590,140.7,139.87
185,1,MUMBAI INDIANS,KOLKATA KNIGHT RIDERS,AWAY,Day,WON,23646.31179,4117.183636,182,136,135.5,5,135,135
186,0,DELHI CAPITALS,CHENNAI SUPER KINGS,AWAY,Day/Night,LOST,28543.67871,3442.611598,114,160.5,149,5,131.66,137.16
187,1,RAJASTHAN ROYALS,PUNE WARRIORS,HOME,Day,WON,24400.60978,3837.451229,170,153,144,429,145.06,142.33
188,0,DECCAN CHARGERS,PUNJAB KINGS,AWAY,Day/Night,WON,22320.37036,2948.607797,190,175,152,318,137.16,137.16
189,0,ROYAL CHALLENGERS BANGALORE,MUMBAI INDIANS,HOME,Day,LOST,26477.69058,3257.20999,171,162.5,137.5,917,118.872,107.8992
190,0,KOLKATA KNIGHT RIDERS,CHENNAI SUPER KINGS,HOME,Day/Night,LOST,30208.97974,4135.49645,158,137,136,5,135,135
191,0,PUNJAB KINGS,DELHI CAPITALS,AWAY,Day/Night,WON,26092.48711,3285.036584,136,164,149,208,136,130
192,1,KOLKATA KNIGHT RIDERS,MUMBAI INDIANS,AWAY,Day/Night,LOST,27482.01958,4697.126152,140,157.5,144,3,140,140
193,0,CHENNAI SUPER KINGS,PUNJAB KINGS,AWAY,Day,LOST,22675.92456,4215.021084,120,192,141,1162,134.76,137.85
194,1,ROYAL CHALLENGERS BANGALORE,DELHI CAPITALS,AWAY,Day/Night,LOST,23559.74446,3138.189491,215,160,147,208,136,130
195,0,RAJASTHAN ROYALS,DECCAN CHARGERS,AWAY,Day/Night,WON,26196.72227,3971.903815,126,169.5,151,495,135,135
196,0,PUNJAB KINGS,DELHI CAPITALS,HOME,Day,LOST,22272.24874,3968.901201,141,183,132,1162,134.76,137.85
197,1,KOLKATA KNIGHT RIDERS,PUNE WARRIORS,AWAY,Day/Night,WON,18186.59987,4919.761839,136,155,144,590,140.7,139.87
198,1,DECCAN CHARGERS,ROYAL CHALLENGERS BANGALORE,HOME,Day,LOST,31906.45647,3387.608303,132,169,149,495,135,135
199,0,RAJASTHAN ROYALS,MUMBAI INDIANS,HOME,Day/Night,WON,26735.69757,4329.100887,162,154.5,143.5,429,145.06,142.33
200,1,KOLKATA KNIGHT RIDERS,DELHI CAPITALS,NEUTRAL,Day/Night,WON,26875.8975,5384.091481,162,150.5,141,590,140.7,139.87
201,1,CHENNAI SUPER KINGS,MUMBAI INDIANS,NEUTRAL,Day/Night,LOST,28525.57014,4006.75582,187,165,138,917,118.872,107.8992
202,1,CHENNAI SUPER KINGS,DELHI CAPITALS,HOME,Day/Night,LOST,25644.35005,3886.86682,222,160,149,5,131.66,137.16
203,0,CHENNAI SUPER KINGS,KOLKATA KNIGHT RIDERS,HOME,Day/Night,WON,24976.66944,4020.49055,190,160.5,148.5,5,131.66,137.16
204,0,DELHI CAPITALS,KOLKATA KNIGHT RIDERS,AWAY,Day/Night,LOST,23383.6758,3063.488612,128,142,136.5,5,135,135
205,1,ROYAL CHALLENGERS BANGALORE,MUMBAI INDIANS,HOME,Day/Night,LOST,22996.79101,3090.058495,156,168,140.5,917,118.872,107.8992
206,1,SUNRISERS HYDERABAD,PUNE WARRIORS,HOME,Day/Night,LOST,22272.87055,3179.414325,126,167,148.5,495,135,135
207,1,RAJASTHAN ROYALS,DELHI CAPITALS,AWAY,Day,WON,19713.72791,4041.3615,165,164,149,208,136,130
208,1,MUMBAI INDIANS,CHENNAI SUPER KINGS,AWAY,Day/Night,WON,31666.47076,3671.723083,148,161,149,5,131.66,137.16
209,1,PUNE WARRIORS,PUNJAB KINGS,HOME,Day,WON,24711.39441,3772.472967,99,155,144,590,140.7,139.87
210,1,ROYAL CHALLENGERS BANGALORE,SUNRISERS HYDERABAD,AWAY,Day/Night,WON,17220.57767,2864.67206,130,165,148,495,135,135
211,1,RAJASTHAN ROYALS,KOLKATA KNIGHT RIDERS,HOME,Day/Night,LOST,24709.75768,4354.243993,144,156,144,429,145.06,142.33
212,0,SUNRISERS HYDERABAD,ROYAL CHALLENGERS BANGALORE,AWAY,Day,WON,24609.67056,4117.167714,161,165,143,917,118.872,107.8992
213,1,MUMBAI INDIANS,DELHI CAPITALS,HOME,Day/Night,WON,17422.22646,4130.191996,209,156,142,3,140,140
214,0,PUNJAB KINGS,CHENNAI SUPER KINGS,HOME,Day/Night,LOST,30326.28257,3684.972317,138,176,155,318,137.16,137.16
215,0,KOLKATA KNIGHT RIDERS,ROYAL CHALLENGERS BANGALORE,AWAY,Day,LOST,27084.90647,4328.745904,154,163,146,917,118.872,107.8992
216,0,RAJASTHAN ROYALS,PUNE WARRIORS,AWAY,Day/Night,WON,20750.79273,4269.836013,145,150.5,141,590,140.7,139.87
217,0,DELHI CAPITALS,SUNRISERS HYDERABAD,HOME,Day/Night,WON,18854.51288,3325.518585,114,165,151,208,136,130
218,1,MUMBAI INDIANS,PUNE WARRIORS,HOME,Day,WON,21067.47995,4065.326946,183,157.5,144,3,140,140
219,0,ROYAL CHALLENGERS BANGALORE,CHENNAI SUPER KINGS,AWAY,Day/Night,LOST,32919.8863,3505.100032,165,160.5,148.5,5,131.66,137.16
220,1,KOLKATA KNIGHT RIDERS,SUNRISERS HYDERABAD,HOME,Day,WON,18518.43178,4279.196847,180,137,136,5,135,135
221,0,PUNJAB KINGS,RAJASTHAN ROYALS,AWAY,Day/Night,LOST,25590.65009,3386.172466,124,154.5,143.5,429,145.06,142.33
222,1,PUNE WARRIORS,CHENNAI SUPER KINGS,AWAY,Day/Night,WON,30356.38295,2634.462935,159,161,149,5,131.66,137.16
223,1,PUNJAB KINGS,KOLKATA KNIGHT RIDERS,HOME,Day,LOST,23884.19901,3013.146217,157,175,152,318,137.16,137.16
224,1,DELHI CAPITALS,ROYAL CHALLENGERS BANGALORE,AWAY,Day/Night,LOST,26430.54531,3160.984066,152,161,149,917,118.872,107.8992
225,1,SUNRISERS HYDERABAD,PUNE WARRIORS,AWAY,Day,LOST,24623.26517,4057.924634,119,146,144,590,140.7,139.87
226,0,RAJASTHAN ROYALS,MUMBAI INDIANS,HOME,Day/Night,WON,23992.27233,5007.554012,179,153,143,429,145.06,142.33
227,0,CHENNAI SUPER KINGS,DELHI CAPITALS,AWAY,Day/Night,WON,23891.41747,3798.239305,169,162.5,149,208,136,130
228,0,PUNJAB KINGS,SUNRISERS HYDERABAD,AWAY,Day/Night,WON,18604.54797,3676.816574,123,165,146.5,495,135,135
229,0,KOLKATA KNIGHT RIDERS,CHENNAI SUPER KINGS,HOME,Day,WON,31538.1952,4421.99699,119,142,135.5,5,135,135
230,0,RAJASTHAN ROYALS,ROYAL CHALLENGERS BANGALORE,AWAY,Day/Night,LOST,25578.96417,5365.439631,117,160.5,150.5,917,118.872,107.8992
231,0,MUMBAI INDIANS,DELHI CAPITALS,AWAY,Day,WON,24089.20284,3949.924022,161,165,147,208,136,130
232,0,PUNE WARRIORS,PUNJAB KINGS,AWAY,Day/Night,LOST,23318.07514,3717.028418,185,171.5,152.5,318,137.16,137.16
233,0,RAJASTHAN ROYALS,CHENNAI SUPER KINGS,AWAY,Day/Night,WON,31337.34849,5648.394635,185,160.5,148.5,5,131.66,137.16
234,1,ROYAL CHALLENGERS BANGALORE,PUNE WARRIORS,HOME,Day,LOST,25309.40265,3488.889845,263,160,149,917,118.872,107.8992
235,0,DELHI CAPITALS,PUNJAB KINGS,HOME,Day/Night,LOST,25443.24155,3298.60015,120,163,149,208,136,130
236,0,KOLKATA KNIGHT RIDERS,MUMBAI INDIANS,HOME,Day/Night,WON,27337.00848,4698.184335,159,137,135,5,135,135
237,0,SUNRISERS HYDERABAD,CHENNAI SUPER KINGS,AWAY,Day/Night,WON,31043.19224,4726.054474,159,161,149,5,131.66,137.16
238,0,PUNJAB KINGS,KOLKATA KNIGHT RIDERS,AWAY,Day/Night,WON,20076.79289,2860.000026,149,142,135.5,5,135,135
239,0,SUNRISERS HYDERABAD,RAJASTHAN ROYALS,AWAY,Day,WON,26095.01039,4861.729294,144,154.5,142.5,429,145.06,142.33
240,1,MUMBAI INDIANS,ROYAL CHALLENGERS BANGALORE,HOME,Day/Night,WON,30432.23885,4636.85,194,159,142,3,140,140
241,1,CHENNAI SUPER KINGS,KOLKATA KNIGHT RIDERS,HOME,Day,LOST,23905.49154,4304.835665,200,160.5,149,5,131.66,137.16
242,1,DELHI CAPITALS,PUNE WARRIORS,HOME,Day/Night,LOST,24450.3269,2948.504166,164,158,144,298,140.77,160.1
243,0,ROYAL CHALLENGERS BANGALORE,RAJASTHAN ROYALS,AWAY,Day,LOST,28572.73011,4265.262565,171,153,143,429,145.06,142.33
244,1,MUMBAI INDIANS,PUNJAB KINGS,HOME,Day/Night,WON,29265.8343,4572.411946,174,161,142,3,140,140
245,1,CHENNAI SUPER KINGS,PUNE WARRIORS,AWAY,Day/Night,WON,24639.98653,4055.774004,164,145.5,141,590,140.7,139.87
246,0,MUMBAI INDIANS,SUNRISERS HYDERABAD,AWAY,Day,WON,21840.4313,4675.410993,129,165,145,495,135,135
247,0,KOLKATA KNIGHT RIDERS,DELHI CAPITALS,AWAY,Day/Night,WON,23459.89781,3782.047792,136,159.2,145,298,140.77,160.1
248,1,CHENNAI SUPER KINGS,PUNJAB KINGS,HOME,Day,WON,29681.0921,4101.437163,186,161,149,5,131.66,137.16
249,1,ROYAL CHALLENGERS BANGALORE,PUNE WARRIORS,AWAY,Day/Night,WON,22113.88816,3418.05035,187,146,138,590,140.7,139.87
250,0,RAJASTHAN ROYALS,KOLKATA KNIGHT RIDERS,AWAY,Day/Night,WON,22457.55012,4069.13886,132,147,136,5,135,135
251,0,DELHI CAPITALS,SUNRISERS HYDERABAD,AWAY,Day/Night,WON,24432.42846,3129.052353,80,164.5,144,495,135,135
252,0,MUMBAI INDIANS,CHENNAI SUPER KINGS,HOME,Day,WON,31624.79178,4259.441563,139,163,142,3,140,140
253,0,PUNE WARRIORS,RAJASTHAN ROYALS,AWAY,Day/Night,WON,31444.03071,3388.05651,178,154.5,143.5,429,145.06,142.33
254,0,ROYAL CHALLENGERS BANGALORE,PUNJAB KINGS,AWAY,Day/Night,LOST,32015.06569,3910.377161,190,175,153,318,137.16,137.16
255,0,DELHI CAPITALS,RAJASTHAN ROYALS,AWAY,Day,WON,30849.06591,2716.337503,154,156,144,429,145.06,142.33
256,1,MUMBAI INDIANS,KOLKATA KNIGHT RIDERS,HOME,Day/Night,WON,22963.87411,4539.228276,170,161,142,3,140,140
257,1,CHENNAI SUPER KINGS,SUNRISERS HYDERABAD,AWAY,Day/Night,LOST,23571.02561,3770.195468,223,164,143,495,135,135
258,0,PUNJAB KINGS,RAJASTHAN ROYALS,HOME,Day,LOST,27392.30537,2567.106395,145,176,155.5,318,137.16,137.16
259,1,KOLKATA KNIGHT RIDERS,PUNE WARRIORS,AWAY,Day/Night,WON,20994.06269,3399.705956,152,150.5,141,590,140.7,139.87
260,1,ROYAL CHALLENGERS BANGALORE,DELHI CAPITALS,AWAY,Day/Night,LOST,25751.95659,3794.243358,183,161,147,208,136,130
261,0,PUNE WARRIORS,MUMBAI INDIANS,HOME,Day,WON,26727.32729,3439.011537,112,152,138,590,140.7,139.87
262,1,SUNRISERS HYDERABAD,PUNJAB KINGS,AWAY,Day/Night,LOST,30223.81731,3560.627236,150,175,153,318,137.16,137.16
263,0,ROYAL CHALLENGERS BANGALORE,KOLKATA KNIGHT RIDERS,AWAY,Day,LOST,24283.69432,3447.264957,115,158,144,675,145.06,146.25
264,0,CHENNAI SUPER KINGS,RAJASTHAN ROYALS,AWAY,Day/Night,LOST,32259.92715,3751.173577,141,155,144,429,145.06,142.33
265,0,SUNRISERS HYDERABAD,MUMBAI INDIANS,AWAY,Day/Night,WON,26599.69427,4003.046374,178,163,142,3,140,140
266,0,ROYAL CHALLENGERS BANGALORE,PUNJAB KINGS,HOME,Day,LOST,28879.68558,3245.5846,174,160.5,146,917,118.872,107.8992
267,1,CHENNAI SUPER KINGS,DELHI CAPITALS,HOME,Day/Night,WON,25455.8164,3776.605429,168,162.5,149.5,5,131.66,137.16
268,1,PUNE WARRIORS,KOLKATA KNIGHT RIDERS,AWAY,Day,LOST,23455.89227,3309.907351,170,149.4,138.4,675,145.06,146.25
269,1,MUMBAI INDIANS,RAJASTHAN ROYALS,HOME,Day/Night,LOST,32261.78784,5058.006466,166,163.5,142,3,140,140
270,1,PUNJAB KINGS,DELHI CAPITALS,HOME,Day/Night,LOST,24241.11036,3079.365904,171,174,141,1162,134.76,137.85
271,1,SUNRISERS HYDERABAD,RAJASTHAN ROYALS,HOME,Day/Night,WON,31310.99517,3936.227764,136,164.5,144,495,135,135
272,1,PUNJAB KINGS,MUMBAI INDIANS,HOME,Day,LOST,24081.85288,3255.002914,183,172.5,143,1162,134.76,137.85
273,0,ROYAL CHALLENGERS BANGALORE,CHENNAI SUPER KINGS,HOME,Day/Night,LOST,29369.09788,3942.24329,106,161,149,917,118.872,107.8992
274,1,PUNE WARRIORS,DELHI CAPITALS,HOME,Day,WON,24998.51014,3516.365576,172,149,132.5,590,140.7,139.87
275,0,KOLKATA KNIGHT RIDERS,SUNRISERS HYDERABAD,AWAY,Day/Night,WON,23259.151,3394.669007,130,164,143,495,135,135
276,1,CHENNAI SUPER KINGS,MUMBAI INDIANS,NEUTRAL,Day/Night,WON,23012.56085,4179.132917,192,163,149,208,136,130
277,0,SUNRISERS HYDERABAD,RAJASTHAN ROYALS,NEUTRAL,Day/Night,WON,30938.41823,3976.227587,132,165,147,208,136,130
278,0,RAJASTHAN ROYALS,MUMBAI INDIANS,NEUTRAL,Day/Night,WON,23022.39711,4089.059788,165,142,135.5,5,135,135
279,1,MUMBAI INDIANS,CHENNAI SUPER KINGS,NEUTRAL,Day/Night,WON,32957.13793,3883.684099,148,147,136,5,135,135
280,1,KOLKATA KNIGHT RIDERS,MUMBAI INDIANS,NEUTRAL,Day/Night,WON,26317.49255,4571.071592,163,158.5,144,3,124.51,123.75
281,0,DELHI CAPITALS,ROYAL CHALLENGERS BANGALORE,NEUTRAL,Day/Night,LOST,23872.57075,2739.864675,145,159,144,6,122.93,119.9
282,0,CHENNAI SUPER KINGS,PUNJAB KINGS,NEUTRAL,Day,WON,21183.94369,4298.810659,205,159.4,139.6,3,124.51,123.75
283,0,SUNRISERS HYDERABAD,RAJASTHAN ROYALS,NEUTRAL,Day/Night,LOST,24400.4125,4220.664813,133,169,152,3,124.51,123.75
284,0,MUMBAI INDIANS,ROYAL CHALLENGERS BANGALORE,NEUTRAL,Day,LOST,23796.91375,4581.861864,115,158.5,144,27,118.872,118.872
285,0,KOLKATA KNIGHT RIDERS,DELHI CAPITALS,NEUTRAL,Day/Night,WON,22824.22439,4757.012378,166,149.4,138.4,27,118.872,118.872
286,0,RAJASTHAN ROYALS,PUNJAB KINGS,NEUTRAL,Day/Night,LOST,27257.91472,4199.336161,191,155.8,144.4,6,122.93,119.9
287,0,CHENNAI SUPER KINGS,DELHI CAPITALS,NEUTRAL,Day/Night,WON,23570.46115,3680.227723,177,161.4,138.6,3,124.51,123.75
288,1,PUNJAB KINGS,SUNRISERS HYDERABAD,NEUTRAL,Day/Night,LOST,21925.51944,3216.83641,193,162.6,154.2,6,122.93,119.9
289,1,CHENNAI SUPER KINGS,RAJASTHAN ROYALS,NEUTRAL,Day/Night,LOST,24914.00511,3975.331037,140,151.6,143,27,118.872,118.872
290,1,KOLKATA KNIGHT RIDERS,ROYAL CHALLENGERS BANGALORE,NEUTRAL,Day/Night,LOST,19951.24774,3622.702827,150,178.2,145.2,6,122.93,119.9
291,1,SUNRISERS HYDERABAD,DELHI CAPITALS,NEUTRAL,Day,WON,23031.94347,3608.555259,184,147.6,137.4,27,118.872,118.872
292,0,MUMBAI INDIANS,CHENNAI SUPER KINGS,NEUTRAL,Day/Night,WON,26648.68378,3850.932703,141,154.2,148.8,27,118.872,118.872
293,0,ROYAL CHALLENGERS BANGALORE,RAJASTHAN ROYALS,NEUTRAL,Day,LOST,24865.51607,3895.424095,70,167.8,131.6,3,124.51,123.75
294,1,PUNJAB KINGS,KOLKATA KNIGHT RIDERS,NEUTRAL,Day/Night,LOST,29333.4325,3636.239217,132,163,122,3,124.51,123.75
295,0,MUMBAI INDIANS,DELHI CAPITALS,NEUTRAL,Day,WON,24253.55083,3779.080607,125,168,146.4,6,122.93,119.9
296,0,SUNRISERS HYDERABAD,CHENNAI SUPER KINGS,NEUTRAL,Day/Night,WON,26247.39037,3895.453481,145,150,146,6,122.93,119.9
297,0,ROYAL CHALLENGERS BANGALORE,PUNJAB KINGS,NEUTRAL,Day/Night,LOST,30349.69497,4068.5349,124,141,142,27,118.872,118.872
298,1,RAJASTHAN ROYALS,KOLKATA KNIGHT RIDERS,NEUTRAL,Day/Night,WON,25956.13274,4447.530797,152,148,115.5,3,124.51,123.75
299,1,SUNRISERS HYDERABAD,MUMBAI INDIANS,NEUTRAL,Day/Night,LOST,23547.17037,3729.237992,172,140.5,137.5,27,118.872,118.872
