MatchID,Defending Result,Defending Team,Chasing Team,Defending Stadium,Time,Defending Toss,Bat2 Strength,Bowl2 Strength,First Inn Score,First Inn Median,Second Inn Median,Ground Altitude,Ground Length,Ground Width
449,1,SUNRISERS HYDERABAD,ROYAL CHALLENGERS BANGALORE,AWAY,Day/Night,WON,38445.20525,4053.468921,208,174,154,917,118.872,107.8992
450,1,SUNRISERS HYDERABAD,ROYAL CHALLENGERS BANGALORE,HOME,Day/Night,LOST,26447.91422,4347.093204,207,146,146,495,135,135
451,0,MUMBAI INDIANS,RISING PUNE SUPERGIANT,AWAY,Day/Night,LOST,24388.87484,2444.865211,184,160,144,590,140.7,139.87
452,0,GUJARAT LIONS,KOLKATA KNIGHT RIDERS,HOME,Day/Night,LOST,23641.02443,3076.695101,183,154,150,111,150.17,149.74
453,0,RISING PUNE SUPERGIANT,PUNJAB KINGS,AWAY,Day,LOST,25746.80603,3330.254161,163,151.3,144,552,136,112
454,1,ROYAL CHALLENGERS BANGALORE,DELHI CAPITALS,HOME,Day/Night,WON,24209.6221,3976.41691,157,176,154,917,118.872,107.8992
455,0,GUJARAT LIONS,SUNRISERS HYDERABAD,AWAY,Day,LOST,30379.92131,2967.395795,135,146.5,146,495,135,135
456,0,KOLKATA KNIGHT RIDERS,MUMBAI INDIANS,AWAY,Day/Night,LOST,29185.65271,3333.421098,178,170,158,3,140,140
457,0,ROYAL CHALLENGERS BANGALORE,PUNJAB KINGS,AWAY,Day/Night,WON,26904.14482,3907.597926,148,162,157.2,552,136,112
458,1,DELHI CAPITALS,RISING PUNE SUPERGIANT,AWAY,Day/Night,LOST,23679.59632,2848.183887,205,161,144,590,140.7,139.87
459,0,SUNRISERS HYDERABAD,MUMBAI INDIANS,AWAY,Day/Night,LOST,29647.05913,4383.945553,158,170,158,3,140,140
460,0,PUNJAB KINGS,KOLKATA KNIGHT RIDERS,AWAY,Day/Night,LOST,24202.73242,3346.13855,170,158.5,146,5,135,135
461,0,ROYAL CHALLENGERS BANGALORE,MUMBAI INDIANS,HOME,Day,LOST,30842.98312,3296.358584,142,174,154,917,118.872,107.8992
462,0,RISING PUNE SUPERGIANT,GUJARAT LIONS,AWAY,Day/Night,LOST,25060.75588,3238.913874,171,158.5,157,111,150.17,149.74
463,1,KOLKATA KNIGHT RIDERS,SUNRISERS HYDERABAD,HOME,Day,LOST,32113.89744,3909.532934,172,159,149,5,135,135
464,1,DELHI CAPITALS,PUNJAB KINGS,HOME,Day/Night,WON,26533.26269,3150.273066,188,162,152,208,136,130
465,0,GUJARAT LIONS,MUMBAI INDIANS,AWAY,Day,LOST,30851.10093,3734.130309,176,170,158,3,140,140
466,1,RISING PUNE SUPERGIANT,ROYAL CHALLENGERS BANGALORE,AWAY,Day/Night,LOST,27922.25241,3035.929311,161,172.5,153.5,917,118.872,107.8992
467,0,DELHI CAPITALS,KOLKATA KNIGHT RIDERS,HOME,Day,WON,24403.35247,3357.775171,168,162,151.5,208,136,130
468,1,SUNRISERS HYDERABAD,PUNJAB KINGS,HOME,Day/Night,LOST,26078.31573,4214.515903,159,146,146,495,135,135
469,1,ROYAL CHALLENGERS BANGALORE,GUJARAT LIONS,AWAY,Day/Night,LOST,24740.19297,3575.679014,213,163,164,111,150.17,149.74
470,1,SUNRISERS HYDERABAD,DELHI CAPITALS,HOME,Day/Night,WON,26238.43994,3992.463468,191,146.5,146,495,135,135
471,0,PUNJAB KINGS,MUMBAI INDIANS,HOME,Day/Night,LOST,31660.08632,3611.057361,198,156.6,155,552,136,112
472,0,KOLKATA KNIGHT RIDERS,GUJARAT LIONS,HOME,Day/Night,LOST,29358.06226,4236.694848,187,159.5,149.5,5,135,135
473,0,SUNRISERS HYDERABAD,RISING PUNE SUPERGIANT,AWAY,Day,LOST,27946.35463,3871.01126,176,162,144,590,140.7,139.87
474,1,MUMBAI INDIANS,DELHI CAPITALS,HOME,Day/Night,LOST,27313.92712,3396.689793,142,170,158.5,3,140,140
475,1,PUNJAB KINGS,GUJARAT LIONS,AWAY,Day,LOST,26600.95615,3059.476638,188,167,168,111,150.17,149.74
476,0,KOLKATA KNIGHT RIDERS,ROYAL CHALLENGERS BANGALORE,HOME,Day/Night,LOST,30016.62727,4385.47274,131,160,150,5,135,135
477,1,RISING PUNE SUPERGIANT,MUMBAI INDIANS,AWAY,Day/Night,LOST,28750.58382,2890.175678,160,170,158,3,140,140
478,0,RISING PUNE SUPERGIANT,KOLKATA KNIGHT RIDERS,HOME,Day/Night,LOST,25451.15017,2539.049331,182,162,144,590,140.7,139.87
479,0,ROYAL CHALLENGERS BANGALORE,GUJARAT LIONS,HOME,Day/Night,LOST,29132.51997,3252.977317,134,171,153,917,118.872,107.8992
480,0,DELHI CAPITALS,KOLKATA KNIGHT RIDERS,AWAY,Day,LOST,23077.99242,3887.432796,160,159.5,149.5,5,135,135
481,1,SUNRISERS HYDERABAD,PUNJAB KINGS,AWAY,Day/Night,LOST,23554.28774,3762.427842,207,165.5,153,318,137.16,137.16
482,0,RISING PUNE SUPERGIANT,ROYAL CHALLENGERS BANGALORE,HOME,Day,LOST,25064.55313,2715.249931,157,162,144,590,140.7,139.87
483,1,GUJARAT LIONS,MUMBAI INDIANS,HOME,Day/Night,WON,30107.26008,3753.046817,153,171,164,111,150.17,149.74
484,0,DELHI CAPITALS,PUNJAB KINGS,AWAY,Day,LOST,28210.61857,3100.414294,67,168,153,318,137.16,137.16
485,1,SUNRISERS HYDERABAD,KOLKATA KNIGHT RIDERS,HOME,Day/Night,LOST,22910.16967,3851.781426,209,147,146,495,135,135
486,0,ROYAL CHALLENGERS BANGALORE,MUMBAI INDIANS,AWAY,Day,WON,28968.17076,3284.363871,162,169,158,3,140,140
487,0,GUJARAT LIONS,RISING PUNE SUPERGIANT,AWAY,Day/Night,LOST,28635.85325,2847.677231,161,162,144,590,140.7,139.87
488,0,SUNRISERS HYDERABAD,DELHI CAPITALS,AWAY,Day/Night,LOST,24600.19044,3681.32664,185,162,152,208,136,130
489,0,KOLKATA KNIGHT RIDERS,RISING PUNE SUPERGIANT,HOME,Day/Night,LOST,30462.4026,4154.315031,155,160,150,5,135,135
490,0,GUJARAT LIONS,DELHI CAPITALS,AWAY,Day/Night,LOST,21326.09007,2848.583024,208,163,152.5,208,136,130
491,1,PUNJAB KINGS,ROYAL CHALLENGERS BANGALORE,AWAY,Day/Night,LOST,28603.17516,3102.025391,138,171,153,917,118.872,107.8992
492,1,RISING PUNE SUPERGIANT,SUNRISERS HYDERABAD,AWAY,Day,LOST,31322.91309,3474.79887,148,152,146,495,135,135
493,0,MUMBAI INDIANS,DELHI CAPITALS,AWAY,Day/Night,LOST,22560.34308,3756.68197,212,164,153,208,136,130
494,0,ROYAL CHALLENGERS BANGALORE,KOLKATA KNIGHT RIDERS,HOME,Day,LOST,24732.98127,3275.308883,158,171,153,917,118.872,107.8992
495,0,PUNJAB KINGS,GUJARAT LIONS,HOME,Day/Night,LOST,25558.25579,3617.87309,189,165.5,153,318,137.16,137.16
496,0,MUMBAI INDIANS,SUNRISERS HYDERABAD,AWAY,Day/Night,WON,25596.03976,4001.641917,138,148,146,495,135,135
497,1,PUNJAB KINGS,KOLKATA KNIGHT RIDERS,HOME,Day/Night,LOST,28801.55555,3872.56926,167,168,153,318,137.16,137.16
498,0,GUJARAT LIONS,DELHI CAPITALS,HOME,Day/Night,LOST,22643.36367,3082.770202,195,155.8,148.4,116,158.15,142.64
499,1,PUNJAB KINGS,MUMBAI INDIANS,AWAY,Day/Night,LOST,27498.64886,4110.528148,230,168,158,3,140,140
500,1,DELHI CAPITALS,RISING PUNE SUPERGIANT,HOME,Day/Night,WON,28875.79909,2978.851893,168,164,152.5,208,136,130
501,0,GUJARAT LIONS,SUNRISERS HYDERABAD,HOME,Day,LOST,22885.17894,3066.549743,154,167.6,163,116,158.15,142.64
502,1,MUMBAI INDIANS,KOLKATA KNIGHT RIDERS,AWAY,Day/Night,LOST,28335.90817,3320.271475,173,159.5,150,5,135,135
503,0,PUNJAB KINGS,RISING PUNE SUPERGIANT,AWAY,Day,LOST,28220.69926,3765.630274,73,162,144,590,140.7,139.87
504,1,ROYAL CHALLENGERS BANGALORE,DELHI CAPITALS,AWAY,Day/Night,WON,23076.58639,3511.384097,161,164,153,208,136,130
505,1,RISING PUNE SUPERGIANT,MUMBAI INDIANS,AWAY,Day/Night,LOST,31412.99991,4190.939557,162,169,158.5,3,140,140
506,0,KOLKATA KNIGHT RIDERS,MUMBAI INDIANS,NEUTRAL,Day/Night,LOST,30110.85775,3485.798454,107,166,153,917,118.872,107.8992
507,1,MUMBAI INDIANS,RISING PUNE SUPERGIANT,NEUTRAL,Day/Night,WON,23139.38149,3877.619083,129,147.5,146,495,135,135
508,0,MUMBAI INDIANS,CHENNAI SUPER KINGS,HOME,Day/Night,LOST,29131.0124,3378.785589,165,168,158,3,140,140
509,0,DELHI CAPITALS,PUNJAB KINGS,AWAY,Day,LOST,28802.29954,3221.704443,166,167.5,153,318,137.16,137.16
510,0,ROYAL CHALLENGERS BANGALORE,KOLKATA KNIGHT RIDERS,AWAY,Day/Night,LOST,28007.39861,3107.594076,176,160,150,5,135,135
511,0,RAJASTHAN ROYALS,SUNRISERS HYDERABAD,AWAY,Day/Night,LOST,24300.30057,3886.580348,125,147,146,495,135,135
512,0,KOLKATA KNIGHT RIDERS,CHENNAI SUPER KINGS,AWAY,Day/Night,LOST,28385.20043,3971.327988,202,160.5,149,5,131.66,137.16
513,0,MUMBAI INDIANS,SUNRISERS HYDERABAD,AWAY,Day/Night,LOST,24584.32288,3617.897909,147,146.5,145.5,495,135,135
514,0,PUNJAB KINGS,ROYAL CHALLENGERS BANGALORE,AWAY,Day/Night,LOST,24545.91682,4277.630062,155,165.5,152.5,917,118.872,107.8992
515,0,MUMBAI INDIANS,DELHI CAPITALS,HOME,Day,LOST,27884.9975,4354.181199,194,167,158.5,3,140,140
516,0,KOLKATA KNIGHT RIDERS,SUNRISERS HYDERABAD,HOME,Day/Night,LOST,24076.09341,3912.32581,138,160,152,5,135,135
517,1,RAJASTHAN ROYALS,ROYAL CHALLENGERS BANGALORE,AWAY,Day,LOST,24806.656,3320.994241,217,165,153,917,118.872,107.8992
518,1,PUNJAB KINGS,CHENNAI SUPER KINGS,HOME,Day/Night,LOST,29129.84416,3888.053685,197,167,153,318,137.16,137.16
519,1,KOLKATA KNIGHT RIDERS,DELHI CAPITALS,HOME,Day/Night,LOST,36923.8426,3701.948403,200,160,150,5,135,135
520,1,MUMBAI INDIANS,ROYAL CHALLENGERS BANGALORE,HOME,Day/Night,LOST,30506.55824,3969.103464,213,168,159,3,140,140
521,0,RAJASTHAN ROYALS,KOLKATA KNIGHT RIDERS,HOME,Day/Night,LOST,28562.22349,3540.893003,160,153.5,144,429,145.06,142.33
522,1,PUNJAB KINGS,SUNRISERS HYDERABAD,HOME,Day/Night,WON,23361.51422,3624.399399,193,167.5,155.5,318,137.16,137.16
523,1,CHENNAI SUPER KINGS,RAJASTHAN ROYALS,HOME,Day/Night,LOST,26022.69419,3815.258746,204,161.5,144,590,140.7,139.87
524,0,DELHI CAPITALS,ROYAL CHALLENGERS BANGALORE,AWAY,Day/Night,LOST,29020.46505,3109.661136,174,165.5,153,917,118.872,107.8992
525,1,CHENNAI SUPER KINGS,SUNRISERS HYDERABAD,AWAY,Day,LOST,22773.7971,3381.169927,182,147,146,495,135,135
526,0,MUMBAI INDIANS,RAJASTHAN ROYALS,AWAY,Day/Night,WON,24430.7565,4070.799992,167,154,144,429,145.06,142.33
527,1,PUNJAB KINGS,DELHI CAPITALS,AWAY,Day/Night,LOST,24211.5516,3044.191563,143,164,152.5,208,136,130
528,0,SUNRISERS HYDERABAD,MUMBAI INDIANS,AWAY,Day/Night,LOST,28141.93505,3852.033797,118,169,159,3,140,140
529,0,ROYAL CHALLENGERS BANGALORE,CHENNAI SUPER KINGS,HOME,Day/Night,LOST,32424.83822,3552.16397,205,166,153,917,118.872,107.8992
530,1,SUNRISERS HYDERABAD,PUNJAB KINGS,HOME,Day/Night,LOST,26791.67007,4030.74796,132,147,146,495,135,135
531,1,DELHI CAPITALS,KOLKATA KNIGHT RIDERS,HOME,Day/Night,LOST,27894.64843,3783.66344,219,164,152,208,136,130
532,0,CHENNAI SUPER KINGS,MUMBAI INDIANS,HOME,Day/Night,LOST,30512.57947,3909.34684,169,162,144,590,140.7,139.87
533,1,SUNRISERS HYDERABAD,RAJASTHAN ROYALS,AWAY,Day,WON,26501.18947,3720.02531,151,155,144,429,145.06,142.33
534,0,ROYAL CHALLENGERS BANGALORE,KOLKATA KNIGHT RIDERS,HOME,Day/Night,LOST,27044.41163,2829.972492,175,168.5,153.5,917,118.872,107.8992
535,1,CHENNAI SUPER KINGS,DELHI CAPITALS,HOME,Day/Night,LOST,25207.87935,3960.405748,211,162,144,590,140.7,139.87
536,1,ROYAL CHALLENGERS BANGALORE,MUMBAI INDIANS,HOME,Day/Night,LOST,30042.38605,2849.634081,167,171,154,917,118.872,107.8992
537,0,CHENNAI SUPER KINGS,KOLKATA KNIGHT RIDERS,AWAY,Day/Night,LOST,26237.14816,3965.731681,177,160,150,5,135,135
538,0,PUNJAB KINGS,MUMBAI INDIANS,HOME,Day/Night,LOST,30401.49163,4235.784976,174,163,164,552,136,112
539,0,ROYAL CHALLENGERS BANGALORE,CHENNAI SUPER KINGS,AWAY,Day,LOST,37701.34928,2864.22339,127,162,144,590,140.7,139.87
540,0,DELHI CAPITALS,SUNRISERS HYDERABAD,AWAY,Day/Night,WON,26027.00657,3180.588061,163,147,146,495,135,135
541,1,MUMBAI INDIANS,KOLKATA KNIGHT RIDERS,HOME,Day,LOST,33347.76713,3636.321482,181,168,159,3,140,140
542,0,RAJASTHAN ROYALS,PUNJAB KINGS,AWAY,Day/Night,LOST,28632.05707,4035.024611,152,168.5,170,552,136,112
543,1,SUNRISERS HYDERABAD,ROYAL CHALLENGERS BANGALORE,HOME,Day/Night,LOST,27120.18132,4033.214721,146,147,146,495,135,135
544,1,RAJASTHAN ROYALS,PUNJAB KINGS,HOME,Day/Night,WON,27718.67656,3933.815654,158,154,144,429,145.06,142.33
545,1,MUMBAI INDIANS,KOLKATA KNIGHT RIDERS,AWAY,Day/Night,LOST,26208.00991,3597.736222,210,161.5,150,5,135,135
546,0,DELHI CAPITALS,SUNRISERS HYDERABAD,HOME,Day/Night,WON,24011.44012,3025.256283,187,164,152,208,136,130
547,0,CHENNAI SUPER KINGS,RAJASTHAN ROYALS,AWAY,Day/Night,WON,25043.78932,3746.185918,176,155,144,429,145.06,142.33
548,1,KOLKATA KNIGHT RIDERS,PUNJAB KINGS,AWAY,Day,LOST,24626.21771,3498.441504,245,163,164,552,136,112
549,0,DELHI CAPITALS,ROYAL CHALLENGERS BANGALORE,HOME,Day/Night,LOST,26335.45687,3537.45948,181,164.5,152.5,208,136,130
550,0,SUNRISERS HYDERABAD,CHENNAI SUPER KINGS,AWAY,Day,LOST,33620.49981,3589.123683,179,162,144,590,140.7,139.87
551,0,MUMBAI INDIANS,RAJASTHAN ROYALS,HOME,Day/Night,LOST,24589.2907,3676.68748,168,169,159,3,140,140
552,0,PUNJAB KINGS,ROYAL CHALLENGERS BANGALORE,HOME,Day/Night,LOST,27572.92575,3870.289384,88,168.5,170,552,136,112
553,0,RAJASTHAN ROYALS,KOLKATA KNIGHT RIDERS,AWAY,Day/Night,LOST,31419.63481,3824.250382,142,163,150,5,135,135
554,1,MUMBAI INDIANS,PUNJAB KINGS,HOME,Day/Night,LOST,28754.76074,3567.636592,186,168,159,3,140,140
555,1,ROYAL CHALLENGERS BANGALORE,SUNRISERS HYDERABAD,HOME,Day/Night,LOST,25523.90691,3237.054729,218,169,153.5,917,118.872,107.8992
556,1,DELHI CAPITALS,CHENNAI SUPER KINGS,HOME,Day/Night,LOST,32972.67595,3475.56059,162,165,153,208,136,130
557,1,RAJASTHAN ROYALS,ROYAL CHALLENGERS BANGALORE,HOME,Day,WON,28097.36414,3713.122821,164,156,144,429,145.06,142.33
558,0,SUNRISERS HYDERABAD,KOLKATA KNIGHT RIDERS,HOME,Day/Night,WON,33339.37837,3982.948512,172,147,146,495,135,135
559,1,DELHI CAPITALS,MUMBAI INDIANS,HOME,Day,WON,31483.21272,3359.049279,174,164.5,152.5,208,136,130
560,0,PUNJAB KINGS,CHENNAI SUPER KINGS,AWAY,Day/Night,LOST,29629.87971,3528.210913,153,162,144,590,140.7,139.87
561,0,SUNRISERS HYDERABAD,CHENNAI SUPER KINGS,NEUTRAL,Day/Night,LOST,32726.83403,4021.765463,139,169,159.5,3,140,140
562,1,KOLKATA KNIGHT RIDERS,RAJASTHAN ROYALS,HOME,Day/Night,LOST,18873.49573,4045.817719,169,161.5,149.5,5,135,135
563,1,SUNRISERS HYDERABAD,KOLKATA KNIGHT RIDERS,AWAY,Day/Night,LOST,28687.37949,3887.123708,174,163,149,5,135,135
564,0,SUNRISERS HYDERABAD,CHENNAI SUPER KINGS,NEUTRAL,Day/Night,LOST,30877.36355,4276.561872,178,168,159,3,140,140
565,0,ROYAL CHALLENGERS BANGALORE,CHENNAI SUPER KINGS,AWAY,Day/Night,LOST,31202.14013,3563.984279,70,161,149,5,131.66,137.16
566,0,SUNRISERS HYDERABAD,KOLKATA KNIGHT RIDERS,AWAY,Day,LOST,29227.45008,3661.920874,181,163,149.5,5,135,135
567,1,DELHI CAPITALS,MUMBAI INDIANS,AWAY,Day/Night,LOST,29763.75399,2981.827153,213,169,159.5,3,140,140
568,1,PUNJAB KINGS,RAJASTHAN ROYALS,AWAY,Day/Night,LOST,30729.25026,2933.103996,184,157,144,429,145.06,142.33
569,0,DELHI CAPITALS,CHENNAI SUPER KINGS,HOME,Day/Night,WON,29332.25363,3294.968482,147,165,153,208,136,130
570,1,KOLKATA KNIGHT RIDERS,PUNJAB KINGS,HOME,Day/Night,LOST,26436.05487,3678.699711,218,163,150,5,135,135
571,1,MUMBAI INDIANS,ROYAL CHALLENGERS BANGALORE,AWAY,Day/Night,LOST,24408.87639,4119.512989,187,171,154,917,118.872,107.8992
572,0,RAJASTHAN ROYALS,SUNRISERS HYDERABAD,AWAY,Day/Night,WON,35870.21287,3636.92682,198,147,146,495,135,135
573,0,MUMBAI INDIANS,PUNJAB KINGS,AWAY,Day,LOST,26164.64369,3988.979638,176,168,158,318,137.16,137.16
574,1,KOLKATA KNIGHT RIDERS,DELHI CAPITALS,AWAY,Day/Night,LOST,31532.95421,2867.541223,185,164.5,152.5,208,136,130
575,1,SUNRISERS HYDERABAD,ROYAL CHALLENGERS BANGALORE,HOME,Day,LOST,24387.48266,3418.909218,231,147,146,495,135,135
576,1,CHENNAI SUPER KINGS,RAJASTHAN ROYALS,HOME,Day/Night,LOST,30702.74426,3966.810749,175,160.5,149,5,131.66,137.16
577,1,PUNJAB KINGS,DELHI CAPITALS,HOME,Day/Night,LOST,31263.03482,3533.036099,166,170,158.5,318,137.16,137.16
578,0,ROYAL CHALLENGERS BANGALORE,RAJASTHAN ROYALS,AWAY,Day/Night,LOST,27363.599,2919.153238,158,158,144,429,145.06,142.33
579,1,MUMBAI INDIANS,CHENNAI SUPER KINGS,HOME,Day/Night,LOST,29323.97088,3876.495429,170,170,160,3,140,140
580,0,DELHI CAPITALS,SUNRISERS HYDERABAD,HOME,Day/Night,LOST,37310.29634,3668.928169,129,165,153,208,136,130
581,0,ROYAL CHALLENGERS BANGALORE,KOLKATA KNIGHT RIDERS,HOME,Day/Night,LOST,30399.97165,3158.930313,205,171,154,917,118.872,107.8992
582,1,CHENNAI SUPER KINGS,PUNJAB KINGS,HOME,Day,WON,30138.67796,3274.769501,160,161,149,5,131.66,137.16
583,0,MUMBAI INDIANS,SUNRISERS HYDERABAD,AWAY,Day/Night,LOST,35311.04509,3638.11704,136,147.5,146,495,135,135
584,0,ROYAL CHALLENGERS BANGALORE,DELHI CAPITALS,HOME,Day,LOST,29419.33551,3188.879348,149,171,154,917,118.872,107.8992
585,0,RAJASTHAN ROYALS,KOLKATA KNIGHT RIDERS,HOME,Day/Night,LOST,31684.02755,3529.461863,139,158,144,429,145.06,142.33
586,0,SUNRISERS HYDERABAD,PUNJAB KINGS,AWAY,Day/Night,LOST,30728.31558,4073.070737,150,168,158,318,137.16,137.16
587,0,KOLKATA KNIGHT RIDERS,CHENNAI SUPER KINGS,AWAY,Day/Night,LOST,33191.40611,3599.957624,108,160.5,149,5,131.66,137.16
588,0,PUNJAB KINGS,MUMBAI INDIANS,AWAY,Day/Night,LOST,26064.77559,3088.106087,197,170,159.5,3,140,140
589,0,RAJASTHAN ROYALS,CHENNAI SUPER KINGS,HOME,Day/Night,LOST,32839.87791,3067.661381,151,158,144,429,145.06,142.33
590,0,KOLKATA KNIGHT RIDERS,DELHI CAPITALS,HOME,Day/Night,LOST,29507.19299,3372.037048,178,163.5,150,5,135,135
591,0,MUMBAI INDIANS,RAJASTHAN ROYALS,HOME,Day,LOST,29378.57982,4402.085421,187,170,160,3,140,140
592,0,PUNJAB KINGS,ROYAL CHALLENGERS BANGALORE,HOME,Day/Night,LOST,22806.65712,3242.550885,173,167.5,155.5,318,137.16,137.16
593,0,KOLKATA KNIGHT RIDERS,CHENNAI SUPER KINGS,HOME,Day,LOST,31891.208,3463.691525,161,164,150,5,135,135
594,1,DELHI CAPITALS,SUNRISERS HYDERABAD,AWAY,Day/Night,LOST,38316.89639,3828.953124,155,147,146,495,135,135
595,0,ROYAL CHALLENGERS BANGALORE,MUMBAI INDIANS,AWAY,Day/Night,LOST,28206.09279,3259.384719,171,170,161,3,140,140
596,1,PUNJAB KINGS,RAJASTHAN ROYALS,HOME,Day/Night,LOST,25051.20254,2865.944101,182,168,158,318,137.16,137.16
597,0,CHENNAI SUPER KINGS,SUNRISERS HYDERABAD,AWAY,Day/Night,WON,30046.80238,3433.548103,132,147.5,145.5,495,135,135
598,1,MUMBAI INDIANS,DELHI CAPITALS,AWAY,Day/Night,WON,27360.57385,3689.038569,168,164.5,152.5,208,136,130
